Date,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25,Top26,Top27,Top28,Top29,Top30,Top31,Top32,Top33,Top34,Top35,Top36,Top37,Top38,Top39,Top40,Top41,Top42,Top43,Top44,Top45,Top46,Top47,Top48,Top49,Top50
2020-03-23,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,xlm,link,trx,xmr,usdc,dash,etc,cro,neo,atom,iota,xem,zec,usdp,mkr,ont,doge,bat,vet,tusd,lsk,dcr,btg,hbar,qtum,algo,icx,zrx,bcd,rep,waves,dai,steem,rvn,enj,mco,theta
2020-03-24,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,link,xlm,xmr,trx,usdc,dash,cro,etc,neo,iota,atom,xem,zec,usdp,mkr,ont,doge,bat,vet,lsk,tusd,dcr,btg,hbar,qtum,algo,icx,zrx,rep,bcd,waves,rvn,dai,mco,theta,enj,xno
2020-03-25,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,leo,ada,link,xmr,xlm,trx,usdc,dash,cro,etc,neo,atom,iota,xem,zec,usdp,mkr,ont,doge,bat,vet,lsk,btg,tusd,dcr,hbar,qtum,icx,algo,zrx,rep,bcd,waves,rvn,dai,enj,mco,theta,xno
2020-03-26,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,xlm,xmr,link,trx,usdc,dash,cro,etc,neo,iota,atom,xem,zec,usdp,mkr,ont,doge,bat,vet,lsk,tusd,dcr,btg,hbar,qtum,icx,algo,zrx,rep,bcd,waves,rvn,dai,mco,enj,theta,xno
2020-03-27,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,leo,ada,xmr,xlm,link,trx,usdc,cro,dash,etc,neo,atom,iota,xem,zec,mkr,usdp,ont,doge,bat,vet,lsk,tusd,btg,dcr,hbar,qtum,rep,icx,algo,zrx,bcd,rvn,waves,enj,dai,nmr,mco,theta
2020-03-28,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,xmr,xlm,link,trx,usdc,cro,dash,etc,neo,iota,atom,xem,zec,mkr,usdp,ont,doge,bat,vet,lsk,tusd,btg,dcr,hbar,qtum,rep,algo,icx,zrx,bcd,waves,rvn,dai,enj,nmr,theta,mco
2020-03-29,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,xmr,xlm,link,trx,usdc,dash,cro,etc,neo,iota,atom,xem,zec,mkr,usdp,ont,doge,bat,vet,tusd,lsk,btg,dcr,hbar,qtum,rep,algo,icx,zrx,bcd,dai,rvn,waves,enj,nmr,mco,theta
2020-03-30,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,xmr,xlm,link,trx,usdc,cro,dash,etc,neo,iota,atom,xem,zec,mkr,usdp,ont,doge,bat,vet,tusd,lsk,hbar,btg,dcr,qtum,rep,algo,icx,zrx,dai,rvn,bcd,waves,enj,nmr,mco,theta
2020-03-31,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,xmr,xlm,link,trx,usdc,cro,dash,etc,neo,iota,atom,xem,zec,mkr,usdp,ont,doge,bat,vet,tusd,lsk,btg,dcr,hbar,qtum,rep,icx,algo,zrx,bcd,rvn,enj,dai,waves,mco,nmr,theta
2020-04-01,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,xmr,xlm,link,trx,cro,usdc,dash,etc,neo,iota,atom,xem,zec,mkr,usdp,ont,doge,bat,vet,tusd,lsk,dcr,btg,hbar,qtum,icx,rep,algo,zrx,waves,bcd,rvn,dai,enj,mco,nmr,theta
2020-04-02,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,xmr,link,xlm,trx,usdc,cro,dash,etc,neo,iota,atom,xem,zec,mkr,usdp,ont,doge,bat,vet,tusd,lsk,icx,dcr,btg,hbar,qtum,rep,algo,zrx,waves,rvn,bcd,dai,enj,mco,nmr,theta
2020-04-03,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,xmr,xlm,link,trx,usdc,cro,dash,etc,neo,iota,atom,xem,zec,mkr,usdp,ont,doge,bat,vet,lsk,tusd,dcr,icx,btg,hbar,qtum,rep,algo,zrx,waves,rvn,bcd,dai,enj,theta,mco,nmr
2020-04-04,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,xmr,xlm,link,trx,usdc,cro,dash,etc,neo,iota,atom,xem,zec,mkr,usdp,ont,doge,bat,vet,lsk,tusd,dcr,hbar,btg,icx,qtum,algo,rep,zrx,waves,bcd,rvn,dai,enj,mco,nmr,theta
2020-04-05,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,xmr,xlm,link,trx,usdc,cro,dash,etc,neo,iota,atom,xem,zec,mkr,ont,usdp,doge,bat,vet,lsk,tusd,dcr,hbar,btg,icx,qtum,algo,rep,zrx,waves,bcd,rvn,enj,dai,xno,mco,nmr
2020-04-06,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,leo,ada,xmr,xlm,link,trx,usdc,cro,dash,etc,neo,iota,atom,xem,zec,mkr,usdp,ont,doge,bat,vet,tusd,lsk,dcr,btg,hbar,icx,qtum,algo,rep,zrx,waves,bcd,rvn,dai,enj,theta,xno,mco
2020-04-07,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,ada,xmr,leo,xlm,link,trx,cro,dash,usdc,etc,neo,iota,atom,zec,xem,mkr,ont,usdp,doge,bat,vet,lsk,dcr,btg,qtum,hbar,icx,tusd,algo,rep,zrx,rvn,waves,bcd,enj,theta,dai,mco,dgb
2020-04-08,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,okb,xtz,ada,leo,link,xlm,xmr,trx,cro,usdc,dash,etc,neo,iota,atom,zec,xem,mkr,ont,usdp,doge,vet,bat,lsk,dcr,btg,tusd,qtum,icx,hbar,algo,rep,zrx,waves,rvn,bcd,enj,theta,mco,dai,dgb
2020-04-09,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,ada,xlm,xmr,leo,trx,cro,usdc,dash,etc,neo,iota,atom,zec,xem,ont,mkr,vet,usdp,doge,bat,btg,lsk,qtum,dcr,algo,tusd,icx,hbar,zrx,rep,bcd,rvn,waves,enj,theta,mco,ckb,dgb
2020-04-10,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,ada,xlm,xmr,leo,trx,dash,cro,usdc,etc,neo,iota,atom,zec,xem,mkr,ont,usdp,doge,vet,bat,btg,lsk,dcr,qtum,algo,hbar,tusd,icx,zrx,rep,rvn,bcd,waves,enj,dgb,theta,mco,ckb
2020-04-11,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,ada,leo,xlm,xmr,trx,usdc,cro,dash,etc,neo,iota,atom,zec,xem,mkr,ont,usdp,doge,bat,vet,btg,dcr,tusd,lsk,qtum,hbar,algo,icx,zrx,rep,waves,rvn,bcd,dai,mco,enj,theta,dgb
2020-04-12,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,ada,xlm,leo,xmr,trx,cro,usdc,dash,etc,neo,iota,atom,zec,xem,mkr,ont,usdp,doge,vet,bat,btg,tusd,dcr,lsk,qtum,hbar,algo,icx,zrx,rep,waves,rvn,bcd,dai,dgb,mco,enj,theta
2020-04-13,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,ada,xlm,leo,xmr,trx,cro,usdc,dash,etc,neo,iota,atom,zec,xem,mkr,ont,usdp,doge,vet,bat,btg,dcr,lsk,tusd,qtum,hbar,algo,icx,zrx,rep,waves,bcd,rvn,mco,dai,enj,theta,dgb
2020-04-14,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,ada,leo,xlm,xmr,trx,usdc,cro,dash,etc,neo,iota,atom,zec,xem,mkr,usdp,ont,doge,vet,bat,btg,tusd,dcr,lsk,qtum,hbar,algo,icx,rep,zrx,waves,bcd,rvn,dai,enj,mco,nmr,theta
2020-04-15,btc,eth,xrp,usdt,bch,bsv,ltc,bnb,eos,xtz,okb,link,ada,leo,xlm,xmr,trx,usdc,cro,dash,etc,neo,iota,atom,xem,zec,usdp,mkr,ont,doge,bat,vet,btg,lsk,tusd,dcr,hbar,qtum,algo,icx,zrx,rep,waves,rvn,bcd,enj,dai,mco,nmr,theta
2020-04-16,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,leo,ada,xlm,xmr,trx,usdc,cro,dash,etc,neo,atom,iota,xem,zec,usdp,mkr,ont,doge,vet,bat,btg,lsk,tusd,dcr,qtum,hbar,algo,icx,rep,zrx,waves,bcd,rvn,enj,dai,nmr,mco,theta
2020-04-17,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,ada,leo,xlm,xmr,trx,usdc,cro,dash,etc,neo,atom,iota,zec,xem,mkr,ont,usdp,doge,vet,bat,busd,btg,lsk,dcr,tusd,qtum,algo,hbar,icx,zrx,rep,waves,rvn,bcd,dgb,enj,nmr,dai
2020-04-18,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,ada,leo,xlm,xmr,trx,usdc,dash,cro,etc,neo,atom,iota,zec,xem,mkr,ont,usdp,doge,vet,bat,busd,btg,lsk,dcr,algo,tusd,qtum,hbar,icx,zrx,rep,waves,bcd,rvn,enj,dgb,nmr,dai
2020-04-19,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,link,okb,ada,xlm,xmr,leo,trx,dash,cro,usdc,etc,neo,atom,iota,zec,xem,mkr,ont,doge,vet,usdp,bat,busd,btg,lsk,algo,dcr,qtum,tusd,hbar,icx,zrx,rep,waves,rvn,bcd,dgb,enj,nmr,dai
2020-04-20,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,ada,leo,xmr,xlm,trx,dash,usdc,cro,etc,neo,atom,iota,zec,xem,mkr,ont,doge,vet,usdp,bat,busd,btg,lsk,dcr,algo,tusd,qtum,hbar,icx,zrx,rep,nmr,dgb,waves,bcd,rvn,enj,dai
2020-04-21,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,ada,leo,xlm,xmr,trx,usdc,dash,cro,etc,neo,iota,atom,zec,xem,mkr,usdp,ont,doge,vet,bat,busd,btg,lsk,dcr,tusd,algo,qtum,hbar,icx,zrx,rep,waves,rvn,nmr,bcd,dgb,enj,dai
2020-04-22,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,ada,xlm,leo,xmr,trx,usdc,dash,cro,etc,neo,atom,iota,zec,xem,mkr,usdp,ont,doge,vet,bat,busd,btg,lsk,dcr,tusd,algo,qtum,hbar,icx,zrx,rep,dgb,nmr,enj,rvn,waves,bcd,dai
2020-04-23,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,link,okb,ada,xlm,leo,xmr,trx,dash,usdc,cro,etc,neo,atom,iota,zec,xem,mkr,usdp,ont,doge,vet,bat,busd,btg,lsk,dcr,algo,tusd,qtum,hbar,icx,dgb,zrx,rep,nmr,enj,rvn,waves,bcd,dai
2020-04-24,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,xlm,ada,xmr,leo,trx,dash,cro,usdc,etc,neo,atom,iota,zec,xem,mkr,ont,usdp,doge,vet,bat,busd,btg,dcr,algo,lsk,dgb,qtum,icx,tusd,hbar,zrx,rep,enj,rvn,nmr,waves,bcd,theta
2020-04-25,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,okb,link,ada,xlm,xmr,leo,trx,dash,usdc,cro,etc,neo,atom,iota,zec,xem,mkr,ont,bat,vet,usdp,doge,busd,dgb,btg,hive,algo,lsk,dcr,icx,qtum,tusd,hbar,zrx,enj,rep,rvn,theta,waves,bcd
2020-04-26,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,link,okb,ada,xlm,xmr,leo,trx,dash,cro,usdc,etc,neo,atom,iota,zec,xem,mkr,ont,vet,bat,doge,usdp,dgb,busd,hive,btg,algo,icx,lsk,dcr,qtum,enj,hbar,tusd,zrx,rvn,rep,theta,waves,bcd
2020-04-27,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,link,xlm,xmr,leo,trx,dash,cro,usdc,etc,neo,atom,iota,zec,xem,hive,ont,mkr,doge,vet,bat,usdp,busd,dgb,btg,algo,icx,dcr,lsk,qtum,hbar,tusd,zrx,enj,rvn,rep,theta,waves,bcd
2020-04-28,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,xlm,link,xmr,leo,trx,cro,dash,usdc,etc,neo,atom,iota,zec,xem,ont,mkr,doge,vet,usdp,bat,hive,busd,btg,lsk,algo,icx,dcr,dgb,qtum,hbar,zrx,tusd,enj,rvn,rep,theta,waves,bcd
2020-04-29,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,xlm,okb,link,xmr,leo,trx,cro,dash,usdc,etc,neo,atom,iota,zec,xem,ont,mkr,doge,vet,bat,usdp,busd,lsk,btg,algo,dgb,hive,icx,dcr,qtum,hbar,tusd,zrx,enj,rvn,rep,theta,waves,bcd
2020-04-30,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,xlm,okb,link,xmr,trx,leo,cro,dash,etc,usdc,neo,atom,iota,zec,xem,ont,doge,vet,mkr,bat,usdp,dgb,busd,lsk,btg,algo,icx,dcr,hive,qtum,hbar,zrx,tusd,enj,rvn,rep,theta,bcd,waves
2020-05-01,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,xlm,link,xmr,leo,trx,cro,dash,etc,usdc,neo,atom,iota,zec,xem,ont,doge,mkr,vet,bat,usdp,dgb,busd,btg,lsk,algo,dcr,icx,qtum,hive,hbar,tusd,zrx,enj,theta,rvn,rep,bcd,waves
2020-05-02,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,xlm,link,xmr,trx,leo,cro,dash,etc,usdc,neo,atom,iota,zec,xem,ont,mkr,doge,vet,bat,usdp,dgb,btg,hbar,lsk,busd,dcr,algo,icx,qtum,zrx,tusd,hive,enj,theta,rep,rvn,bcd,waves
2020-05-03,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,xlm,link,xmr,trx,leo,cro,etc,dash,usdc,neo,atom,iota,zec,xem,ont,doge,mkr,vet,bat,usdp,dgb,hbar,btg,busd,lsk,dcr,algo,qtum,icx,zrx,theta,tusd,enj,rvn,rep,hive,bcd,dai
2020-05-04,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,xlm,link,xmr,trx,leo,cro,etc,dash,usdc,neo,atom,iota,zec,xem,doge,mkr,ont,vet,bat,usdp,dgb,busd,btg,lsk,dcr,hbar,algo,qtum,icx,hive,theta,zrx,tusd,rvn,enj,rep,dai,bcd
2020-05-05,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,xlm,link,trx,xmr,leo,cro,etc,dash,usdc,neo,atom,iota,zec,xem,mkr,doge,ont,vet,bat,usdp,dgb,busd,btg,lsk,hbar,dcr,algo,qtum,hive,icx,theta,tusd,zrx,rvn,enj,rep,dai,waves
2020-05-06,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,xlm,okb,link,xmr,trx,cro,leo,etc,dash,usdc,neo,iota,atom,zec,xem,dgb,doge,ont,mkr,vet,bat,usdp,busd,btg,dcr,lsk,hbar,algo,theta,qtum,icx,hive,tusd,rvn,enj,zrx,rep,dai,nmr
2020-05-07,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,xlm,link,cro,trx,xmr,leo,etc,dash,usdc,neo,iota,atom,zec,xem,doge,dgb,ont,mkr,vet,bat,usdp,busd,dcr,btg,lsk,hbar,theta,nmr,qtum,algo,icx,zrx,tusd,rvn,enj,hive,rep,dai
2020-05-08,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,xlm,link,xmr,cro,trx,leo,etc,dash,usdc,neo,iota,atom,zec,xem,doge,dgb,mkr,ont,vet,bat,usdp,zrx,busd,dcr,btg,lsk,theta,hbar,qtum,icx,algo,nmr,tusd,rvn,enj,hive,rep,bcd
2020-05-09,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,xlm,link,cro,xmr,trx,leo,etc,neo,dash,usdc,iota,atom,zec,xem,bat,ont,doge,mkr,vet,dgb,usdp,zrx,busd,btg,dcr,lsk,theta,icx,hbar,qtum,algo,nmr,rep,tusd,rvn,enj,hive,snt
2020-05-10,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,link,okb,xlm,xmr,trx,cro,leo,etc,neo,dash,usdc,iota,atom,zec,xem,doge,bat,ont,mkr,vet,dgb,zrx,usdp,busd,btg,lsk,dcr,hbar,nmr,algo,icx,qtum,theta,rep,tusd,enj,rvn,hive,dai
2020-05-11,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,link,okb,xlm,cro,leo,xmr,trx,usdc,etc,neo,dash,iota,atom,zec,xem,doge,ont,mkr,bat,vet,zrx,usdp,dgb,busd,btg,lsk,dcr,icx,theta,algo,nmr,tusd,hbar,qtum,enj,rep,rvn,snt,dai
2020-05-12,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,link,xlm,cro,leo,xmr,trx,usdc,etc,neo,dash,iota,atom,zec,xem,doge,ont,mkr,bat,vet,usdp,dgb,zrx,busd,btg,rep,dcr,theta,lsk,tusd,algo,hbar,icx,enj,qtum,snt,nmr,hive,rvn
2020-05-13,btc,eth,xrp,usdt,bch,bsv,ltc,bnb,eos,xtz,ada,xlm,okb,link,cro,xmr,leo,trx,usdc,etc,neo,dash,iota,atom,zec,xem,doge,bat,ont,mkr,dgb,vet,usdp,zrx,busd,theta,btg,dcr,lsk,enj,hbar,algo,rep,icx,qtum,nmr,tusd,snt,rvn,hive
2020-05-14,btc,eth,xrp,usdt,bch,bsv,ltc,bnb,eos,xtz,ada,okb,link,xlm,xmr,cro,leo,trx,usdc,neo,etc,dash,iota,atom,zec,xem,doge,ont,bat,mkr,dgb,vet,usdp,zrx,busd,theta,lsk,btg,dcr,enj,icx,algo,hbar,rep,qtum,nmr,tusd,rvn,snt,hive
2020-05-15,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,link,xlm,xmr,cro,leo,trx,etc,usdc,neo,dash,iota,atom,zec,xem,doge,ont,vet,bat,mkr,dgb,usdp,zrx,busd,theta,btg,dcr,lsk,hbar,enj,qtum,algo,icx,rep,tusd,nmr,rvn,hive,snt
2020-05-16,btc,eth,usdt,xrp,bch,bsv,ltc,eos,bnb,xtz,ada,okb,link,xlm,xmr,cro,leo,trx,etc,usdc,neo,dash,iota,atom,zec,xem,doge,ont,bat,mkr,vet,dgb,usdp,zrx,theta,busd,btg,lsk,dcr,enj,hbar,icx,qtum,algo,tusd,rep,nmr,rvn,dai,hive
2020-05-17,btc,eth,usdt,xrp,bch,bsv,ltc,eos,bnb,xtz,ada,okb,link,xlm,xmr,cro,leo,trx,etc,usdc,neo,dash,iota,atom,zec,xem,doge,ont,bat,mkr,vet,dgb,zrx,usdp,theta,busd,btg,dcr,lsk,enj,qtum,icx,hbar,algo,tusd,rep,nmr,rvn,dai,hive
2020-05-18,btc,eth,usdt,xrp,bch,bsv,ltc,eos,bnb,xtz,ada,okb,link,xlm,xmr,cro,leo,trx,etc,usdc,neo,dash,iota,atom,zec,xem,doge,mkr,ont,bat,vet,dgb,usdp,zrx,theta,busd,dcr,btg,lsk,icx,enj,qtum,hbar,algo,tusd,rep,nmr,hive,rvn,dai
2020-05-19,btc,eth,xrp,usdt,bch,bsv,ltc,eos,bnb,xtz,ada,okb,link,xlm,cro,xmr,leo,trx,etc,usdc,neo,dash,iota,atom,zec,xem,doge,ont,bat,mkr,vet,usdp,zrx,dgb,theta,busd,btg,dcr,lsk,icx,qtum,hbar,algo,enj,tusd,rep,nmr,rvn,dai,hive
2020-05-20,btc,eth,xrp,usdt,bch,bsv,ltc,bnb,eos,xtz,ada,link,okb,xlm,cro,xmr,leo,trx,etc,dash,neo,usdc,iota,atom,zec,xem,doge,ont,bat,mkr,vet,usdp,zrx,dgb,theta,busd,dcr,icx,btg,lsk,qtum,enj,hbar,algo,tusd,rep,nmr,rvn,xno,dai
2020-05-21,btc,eth,usdt,xrp,bch,bsv,ltc,bnb,eos,xtz,ada,link,okb,xlm,cro,xmr,leo,trx,etc,dash,usdc,neo,iota,atom,zec,xem,ont,doge,bat,mkr,vet,theta,usdp,zrx,dgb,icx,busd,lsk,hbar,dcr,btg,algo,enj,qtum,tusd,rep,dai,rvn,xno,nmr
2020-05-22,btc,eth,usdt,xrp,bch,bsv,ltc,bnb,eos,xtz,ada,link,okb,xlm,cro,leo,xmr,trx,usdc,etc,dash,neo,iota,atom,zec,xem,doge,ont,bat,mkr,vet,theta,usdp,zrx,dgb,icx,busd,enj,lsk,hbar,dcr,btg,qtum,algo,tusd,rep,dai,rvn,xno,nmr
2020-05-23,btc,eth,usdt,xrp,bch,bsv,ltc,bnb,eos,xtz,ada,link,okb,xlm,cro,leo,xmr,trx,etc,usdc,neo,dash,iota,atom,zec,xem,ont,doge,bat,mkr,vet,theta,usdp,dgb,zrx,icx,lsk,busd,qtum,hbar,dcr,enj,btg,algo,tusd,rep,nmr,xno,dai,rvn
2020-05-24,btc,eth,usdt,xrp,bch,bsv,ltc,bnb,eos,xtz,ada,link,okb,xlm,cro,xmr,leo,trx,etc,usdc,neo,dash,iota,atom,zec,xem,ont,doge,mkr,vet,theta,bat,usdp,dgb,zrx,icx,lsk,busd,hbar,dcr,enj,qtum,btg,algo,tusd,rep,xno,nmr,dai,rvn
2020-05-25,btc,eth,usdt,xrp,bch,bsv,ltc,bnb,eos,xtz,ada,link,okb,xlm,cro,leo,xmr,trx,etc,usdc,neo,dash,iota,atom,zec,xem,theta,doge,ont,mkr,vet,bat,usdp,dgb,zrx,busd,hbar,icx,lsk,dcr,enj,qtum,btg,algo,tusd,rep,dai,rvn,nmr,xno
2020-05-26,btc,eth,usdt,xrp,bch,bsv,ltc,bnb,eos,xtz,ada,link,okb,cro,xlm,leo,xmr,trx,etc,usdc,neo,dash,iota,atom,zec,xem,theta,ont,doge,vet,mkr,bat,dgb,usdp,zrx,icx,busd,hbar,enj,lsk,dcr,qtum,algo,btg,tusd,rep,rvn,xno,dai,nmr
2020-05-27,btc,eth,usdt,xrp,bch,bsv,ltc,bnb,eos,xtz,ada,link,okb,cro,xlm,leo,xmr,trx,etc,usdc,neo,dash,iota,atom,zec,theta,xem,ont,vet,doge,mkr,bat,usdp,dgb,zrx,hbar,icx,busd,lsk,enj,dcr,algo,qtum,btg,tusd,rep,rvn,dai,xno,nmr
2020-05-28,btc,eth,usdt,xrp,bch,bsv,ltc,bnb,eos,xtz,ada,link,okb,cro,xlm,xmr,leo,trx,etc,usdc,neo,dash,iota,atom,zec,xem,theta,vet,ont,doge,mkr,bat,usdp,dgb,zrx,hbar,enj,busd,icx,algo,lsk,dcr,qtum,btg,rep,tusd,rvn,xno,dai,nmr
2020-05-29,btc,eth,usdt,xrp,bch,bsv,ltc,bnb,eos,xtz,ada,link,okb,xlm,cro,xmr,leo,trx,etc,usdc,neo,dash,iota,atom,zec,xem,vet,ont,theta,doge,mkr,bat,usdp,dgb,zrx,hbar,icx,enj,busd,algo,lsk,dcr,qtum,btg,rep,tusd,rvn,dai,xno,nmr
2020-05-30,btc,eth,usdt,xrp,bch,bsv,ltc,bnb,eos,xtz,ada,link,okb,xlm,cro,xmr,leo,trx,etc,usdc,neo,dash,iota,atom,mkr,zec,xem,vet,ont,theta,doge,bat,usdp,dgb,zrx,hbar,icx,enj,algo,busd,lsk,dcr,qtum,btg,rep,tusd,rvn,dai,xno,waves
2020-05-31,btc,eth,usdt,xrp,bch,bsv,ltc,bnb,eos,ada,xtz,link,okb,xlm,cro,xmr,leo,trx,etc,neo,dash,usdc,iota,atom,zec,mkr,xem,vet,ont,doge,bat,theta,usdp,dgb,zrx,hbar,icx,algo,enj,qtum,dcr,lsk,busd,btg,rep,tusd,rvn,dai,cel,xno
2020-06-01,btc,eth,usdt,xrp,bch,bsv,ltc,eos,bnb,ada,xtz,link,cro,okb,xlm,leo,xmr,trx,etc,neo,usdc,dash,iota,atom,zec,mkr,vet,xem,ont,doge,bat,theta,usdp,dgb,zrx,hbar,enj,algo,icx,busd,qtum,lsk,dcr,btg,rep,tusd,dai,rvn,xno,snt
2020-06-02,btc,eth,xrp,usdt,bch,bsv,ltc,bnb,eos,ada,xtz,link,cro,xlm,okb,xmr,leo,trx,neo,etc,dash,usdc,iota,atom,zec,vet,mkr,xem,ont,doge,bat,theta,usdp,dgb,zrx,algo,hbar,enj,icx,dcr,qtum,lsk,busd,btg,rep,tusd,rvn,cel,dai,xno
2020-06-03,btc,eth,usdt,xrp,bch,bsv,ltc,bnb,eos,ada,xtz,link,xlm,cro,okb,xmr,leo,trx,neo,etc,usdc,dash,iota,atom,zec,vet,mkr,xem,ont,doge,bat,theta,usdp,dgb,zrx,algo,dcr,hbar,icx,enj,qtum,lsk,busd,btg,rep,tusd,rvn,dai,cel,xno
2020-06-04,btc,eth,usdt,xrp,bch,bsv,ltc,ada,bnb,eos,xtz,link,xlm,cro,okb,xmr,leo,trx,neo,etc,usdc,dash,iota,atom,zec,vet,xem,ont,mkr,bat,doge,theta,usdp,dgb,zrx,hbar,dcr,algo,icx,enj,qtum,lsk,busd,btg,rep,tusd,dai,rvn,cel,xno
2020-06-05,btc,eth,usdt,xrp,bch,bsv,ltc,ada,bnb,eos,xtz,cro,link,xlm,okb,xmr,leo,trx,neo,etc,dash,usdc,iota,atom,zec,vet,xem,mkr,ont,bat,doge,theta,usdp,dgb,zrx,dcr,hbar,algo,lsk,icx,enj,qtum,busd,btg,rep,tusd,dai,rvn,cel,sc
2020-06-06,btc,eth,usdt,xrp,bch,bsv,ltc,ada,eos,bnb,xtz,cro,link,xlm,okb,leo,xmr,trx,neo,etc,usdc,dash,iota,atom,zec,vet,mkr,xem,ont,bat,doge,theta,usdp,dgb,zrx,dcr,hbar,lsk,enj,algo,icx,qtum,busd,btg,rep,tusd,dai,xno,rvn,cel
2020-06-07,btc,eth,usdt,xrp,bch,bsv,ltc,ada,eos,bnb,xtz,cro,link,xlm,okb,leo,xmr,trx,neo,etc,usdc,dash,iota,atom,zec,vet,mkr,xem,ont,bat,doge,theta,usdp,dgb,zrx,dcr,hbar,algo,lsk,enj,icx,qtum,busd,btg,rep,tusd,xno,dai,rvn,sc
2020-06-08,btc,eth,usdt,xrp,bch,bsv,ltc,ada,eos,bnb,xtz,cro,link,xlm,okb,leo,trx,xmr,neo,etc,usdc,dash,iota,atom,zec,mkr,vet,xem,ont,bat,doge,theta,usdp,dgb,zrx,dcr,hbar,algo,lsk,icx,enj,qtum,busd,btg,rep,xno,tusd,dai,rvn,nmr
